,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
1857,numeric count,numeric count,38,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",1857,250,4,False
4796,numeric count,numeric count,38,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",4796,250,4,False
1699,entity religion,entity religion,16,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",1699,250,4,False
3602,location state,location state,36,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",3602,250,4,False
4139,entity food,entity food,9,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",4139,250,4,False
5366,entity language,entity language,11,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",5366,250,4,False
408,entity animal,entity animal,2,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",408,250,4,False
2246,numeric count,numeric count,38,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",2246,250,4,False
394,numeric count,numeric count,38,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",394,250,4,False
2905,description definition,description definition,24,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",2905,250,4,False
1190,description reason,description reason,27,True,True,True,"{29: 43, 37: 2, 2: 9, 39: 5, 25: 12, 35: 22, 33: 9, 21: 2, 7: 3, 38: 20, 24: 29, 44: 1, 27: 8, 32: 6, 13: 7, 5: 11, 3: 2, 28: 8, 30: 2, 42: 1, 43: 2, 48: 1, 18: 2, 26: 13, 45: 1, 10: 1, 8: 2, 9: 6, 40: 2, 36: 5, 31: 2, 4: 1, 41: 3, 23: 1, 15: 1, 34: 1, 16: 1, 11: 1, 1: 1, 49: 1}","[541, 1813, 3030, 2946, 4720, 5448, 4066, 1487, 640, 2071, 1268, 1334, 2651, 4196, 922, 3421, 3810, 2886, 2899, 1092, 4114, 5091, 3464, 1109, 3724, 981, 4210, 2026, 1168, 2760, 300, 5001, 2502, 3099, 3446, 5151, 3867, 3670, 1817, 91, 1183, 4386, 3020, 2851, 2345, 3066, 304, 998, 831, 1280, 1271, 1953, 4612, 3902, 4587, 2374, 3919, 476, 5305, 668, 4249, 4833, 2274, 2114, 581, 4389, 1191, 5427, 4697, 3321, 2561, 2037, 4130, 3596, 184, 479, 5054, 4679, 3879, 3831, 5207, 1368, 2628, 4128, 2050, 3974, 1394, 1437, 4090, 2702, 870, 1485, 5388, 5040, 2336, 2041, 3500, 162, 2593, 5255, 4118, 2419, 1769, 2334, 3882, 1239, 3239, 3480, 2856, 2843, 2831, 1814, 1516, 5013, 4207, 544, 2122, 2011, 110, 3126, 1180, 1340, 1099, 4860, 4151, 1883, 5344, 2499, 5349, 1205, 3786, 4740, 4279, 1238, 5271, 237, 1661, 2552, 1000, 2169, 4013, 4138, 4831, 1054, 2672, 66, 3853, 4426, 2485, 3851, 2701, 3471, 5144, 3875, 2969, 3450, 3392, 696, 149, 4714, 1064, 659, 343, 4465, 3413, 5259, 2167, 101, 1172, 1916, 3619, 36, 5437, 3193, 3108, 4721, 1093, 4081, 748, 5122, 712, 3279, 524, 4829, 4028, 4732, 3718, 4117, 5299, 3519, 3734, 4317, 3186, 3738, 95, 1857, 4796, 1699, 3602, 4139, 5366, 408, 2246, 394, 2905, 1190, 2212, 1210, 2160, 3312, 1654, 4610, 1303, 4823, 5182, 3554, 1250, 2077, 2046, 1759, 2807, 2089, 3079, 2448, 3125, 917, 4711, 452, 48, 37, 501, 4219, 716, 3641, 3107, 2648, 1325, 5260, 1135, 3160, 1169, 1449, 3686, 4989, 1010, 743, 2349, 1837, 5293, 1938]",1190,250,4,False
